Computer_TS,A Phase Voltage,A Phase Current,A Phase Active Power,A Phase Reactive Power,A Phase Apparent Power,A Power Factor,B Phase Voltage,B Phase Current,B Phase Active Power,B Phase Reactive Power,B Phase Apparent Power,B Power Factor,C Phase Voltage,C Phase Current,C Phase Active Power,C Phase Reactive Power,C Phase Apparent Power,C Power Factor,Frequency,DC Voltage,DC Current,Temperature
2025-03-08 14:00:45.342,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,1.318,20.600,2.350
2025-03-08 14:00:45.358,10.922,0.000,0.000,0.000,0.000,0.000,9.830,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,2.425,60.600,5.350
2025-03-08 14:00:45.366,10.922,0.000,0.000,0.000,0.000,0.000,8.192,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,3.366,82.900,7.100
2025-03-08 14:00:45.373,10.922,0.000,0.000,0.000,0.000,0.000,8.192,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,2.847,70.500,6.150
2025-03-08 14:00:45.381,10.922,0.000,0.000,0.000,0.000,0.000,6.553,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,1.686,39.500,3.790
2025-03-08 14:00:45.389,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,3.224,81.000,6.940
2025-03-08 14:00:45.397,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,2.773,69.600,6.020
2025-03-08 14:00:45.404,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,2.009,48.300,4.450
2025-03-08 14:00:45.411,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,0.745,11.200,1.670
2025-03-08 14:00:45.418,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,0.760,9.700,1.460
2025-03-08 14:00:46.632,10.922,0.000,0.000,0.000,0.000,0.000,6.553,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,1.877,27.700,2.040
2025-03-08 14:00:49.332,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,0.916,10.400,1.540
2025-03-08 14:00:52.035,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,1.784,42.500,4.020
2025-03-08 14:00:54.732,10.922,0.000,0.000,0.000,0.000,0.000,5.457,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,0.568,5.500,1.170
2025-03-08 14:00:57.264,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,1.627,36.600,3.590
2025-03-08 14:00:59.969,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,3.308,81.200,7.110
2025-03-08 14:01:02.253,10.922,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,3.072,75.400,6.600
2025-03-08 14:01:04.946,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,2.489,59.900,5.410
2025-03-08 14:01:07.647,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,0.613,8.600,1.400
2025-03-08 14:01:10.344,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,0.916,12.800,1.720
2025-03-08 14:01:13.045,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,127.938,1.406,31.400,3.180
2025-03-08 14:01:15.817,21.845,0.341,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,1.191,19.300,2.280
2025-03-08 14:01:18.597,21.845,0.341,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,1.191,19.400,2.290
2025-03-08 14:01:21.372,21.845,0.341,0.000,0.000,0.049,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,1.254,20.700,2.400
2025-03-08 14:01:24.153,21.845,0.341,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,1.235,20.400,2.380
2025-03-08 14:01:26.184,21.845,0.341,-0.050,-0.050,1601.035,-0.000,5.461,0.000,1400.846,38.366,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,2.313,52.900,4.970
2025-03-08 14:01:28.888,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,2.288,47.300,4.530
2025-03-08 14:01:31.581,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,3.381,77.600,6.930
2025-03-08 14:01:34.288,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,0.755,9.200,1.470
2025-03-08 14:01:36.983,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,2.107,43.400,4.150
2025-03-08 14:01:39.756,21.845,0.341,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,1.338,22.900,2.560
2025-03-08 14:01:42.540,21.845,0.341,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,1.416,24.800,2.720
2025-03-08 14:01:45.324,21.845,0.341,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,1.416,24.900,2.720
2025-03-08 14:01:47.459,21.845,0.341,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,1.151,18.700,2.230
2025-03-08 14:01:50.152,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,2.239,46.900,4.420
2025-03-08 14:01:52.848,10.922,0.000,0.000,0.000,0.000,0.000,5.461,0.000,0.000,0.000,0.000,0.000,10.922,0.000,0.000,0.000,0.000,0.000,63.937,2.724,64.100,5.780
